New Sample
56
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.4817	0.0
0.482	0.0
0.4822	0.0
0.4825	0.0
0.4835	0.0
0.485	0.0
0.486	0.0
0.487	0.0
0.488	0.0
0.4893	0.0
0.4902	0.0
0.4912	0.0
0.4925	0.0
0.4935	0.0
0.4947	0.0
0.4957	0.0
0.4967	0.0
0.498	0.0
0.499	0.0
0.5	0.0
0.501	0.0
0.5017	0.0
0.5027	0.0
0.5038	100.0
0.5045	100.0
0.5055	100.0
0.5065	200.0
0.5072	200.0
0.5082	300.0
0.509	400.0
0.51	400.0
0.511	500.0
0.512	500.0
0.5132	600.0
0.5143	600.0
0.5153	600.0
0.5165	600.0
0.5175	600.0
0.5187	600.0
0.52	600.0
0.5213	600.0
0.5222	600.0
0.5235	600.0
0.5245	600.0
0.5258	600.0
0.527	600.0
0.5282	600.0
0.5295	600.0
0.5307	600.0
0.532	600.0
0.5332	600.0
0.5345	600.0
0.536	600.0
0.5373	600.0
0.5385	600.0
0.54	600.0
0.5412	600.0
0.5428	600.0
0.544	600.0
0.5455	600.0
0.5468	600.0
0.548	600.0
0.5493	600.0
0.5505	600.0
0.5517	600.0
0.553	600.0
0.554	600.0
0.5553	600.0
0.5565	600.0
0.558	600.0
0.5592	600.0
0.5608	600.0
0.5623	600.0
0.5638	600.0
0.565	600.0
0.5663	600.0
0.5677	600.0
0.569	600.0
0.5702	600.0
0.5713	600.0
0.5725	600.0
0.5737	600.0
0.5752	600.0
0.5765	600.0
0.5778	600.0
0.5793	600.0
0.5805	600.0
0.582	600.0
0.5833	600.0
0.5845	600.0
0.5858	600.0
0.587	600.0
0.5883	600.0
0.5895	700.0
0.5907	700.0
0.592	700.0
0.5932	700.0
0.5943	800.0
0.5955	800.0
0.5968	800.0
0.598	900.0
0.599	900.0
0.6003	1000.0
0.6013	1000.0
0.6025	1100.0
0.6037	1100.0
0.605	1200.0
0.606	1200.0
0.6073	1200.0
0.6082	1300.0
0.6095	1300.0
0.6105	1400.0
0.6118	1400.0
0.613	1500.0
0.614	1500.0
0.6152	1600.0
0.6162	1700.0
0.6175	1700.0
0.6185	1800.0
0.6198	1900.0
0.6207	1900.0
0.622	2000.0
0.623	2200.0
0.624	2300.0
0.625	2300.0
0.626	2400.0
0.627	2500.0
0.6283	2600.0
0.6293	2600.0
0.6308	2700.0
0.6317	2800.0
0.6327	2900.0
0.634	3000.0
0.635	3100.0
0.6362	3200.0
0.6373	3300.0
0.6382	3400.0
0.6395	3500.0
0.6405	3600.0
0.6418	3700.0
0.6427	3800.0
0.6437	3900.0
0.645	4000.0
0.646	4300.0
0.647	4400.0
0.648	4500.0
0.649	4600.0
0.6502	4700.0
0.6513	4800.0
0.6523	4900.0
0.6535	5000.0
0.6547	5100.0
0.6557	5300.0
0.6568	5400.0
0.658	5500.0
0.659	5600.0
0.66	5800.0
0.6612	5900.0
0.6623	6000.0
0.6633	6100.0
0.6645	6300.0
0.6655	6400.0
0.6667	6600.0
0.6678	6700.0
0.6687	6800.0
0.6698	7000.0
0.671	7100.0
0.672	7200.0
0.6732	7400.0
0.6743	7500.0
0.6752	7700.0
0.6765	7800.0
0.6775	7900.0
0.6787	8100.0
0.6797	8200.0
0.681	8400.0
0.6823	8500.0
0.6832	8700.0
0.6845	9000.0
0.6855	9100.0
0.6865	9200.0
0.6877	9400.0
0.6888	9500.0
0.69	9600.0
0.691	9800.0
0.6922	9900.0
0.6935	10100.0
0.6945	10200.0
0.6957	10400.0
0.6968	10500.0
0.698	10700.0
0.6992	10900.0
0.7002	11000.0
0.7015	11200.0
0.7028	11400.0
0.704	11500.0
0.7052	11700.0
0.7062	11900.0
0.7075	12000.0
0.709	12200.0
0.7103	12400.0
0.7115	12600.0
0.7127	12800.0
0.714	12900.0
0.7153	13100.0
0.7165	13300.0
0.7175	13500.0
0.7188	13700.0
0.7202	13800.0
0.7213	14000.0
0.7225	14200.0
0.724	14400.0
0.7253	14600.0
0.7265	14800.0
0.7278	15000.0
0.729	15100.0
0.7303	15300.0
0.7315	15500.0
0.7328	15700.0
0.734	15900.0
0.7352	16100.0
0.7365	16200.0
0.7377	16400.0
0.739	16600.0
0.7402	16800.0
0.7415	17000.0
0.7428	17200.0
0.744	17400.0
0.7453	17600.0
0.7465	17800.0
0.748	18000.0
0.7493	18100.0
0.7505	18300.0
0.7517	18500.0
0.753	18700.0
0.7543	18900.0
0.7558	19100.0
0.757	19300.0
0.7582	19500.0
0.7595	19700.0
0.761	19900.0
0.7623	20000.0
0.7635	20300.0
0.7648	20400.0
0.766	20600.0
0.7672	20800.0
0.7685	21000.0
0.77	21200.0
0.7713	21400.0
0.7725	21600.0
0.774	21800.0
0.7752	22000.0
0.7765	22200.0
0.7778	22400.0
0.7793	22600.0
0.7805	22800.0
0.7818	23000.0
0.783	23200.0
0.7843	23400.0
0.7858	23600.0
0.787	23800.0
0.7883	24000.0
0.7895	24100.0
0.791	24300.0
0.7922	24500.0
0.7935	24700.0
0.7948	24900.0
0.796	25100.0
0.7972	25300.0
0.7988	25500.0
0.8	25700.0
0.8013	25900.0
0.8027	26100.0
0.804	26300.0
0.8053	26500.0
0.8067	26700.0
0.808	26900.0
0.8092	27100.0
0.8105	27300.0
0.812	27500.0
0.8132	27600.0
0.8145	27800.0
0.8158	28000.0
0.817	28200.0
0.8185	28400.0
0.8197	28600.0
0.821	28800.0
0.8225	29000.0
0.8237	29200.0
0.8252	29400.0
0.8265	29600.0
0.8278	29800.0
0.8293	30000.0
0.8305	30100.0
0.832	30300.0
0.8333	30500.0
0.8345	30700.0
0.8358	30900.0
0.8372	31100.0
0.8385	31200.0
0.8398	31400.0
0.841	31600.0
0.8425	31800.0
0.8438	32000.0
0.845	32100.0
0.8465	32300.0
0.8477	32500.0
0.849	32700.0
0.8503	32800.0
0.8515	33000.0
0.853	33100.0
0.8542	33300.0
0.8555	33500.0
0.8568	33600.0
0.858	33700.0
0.8593	33900.0
0.8605	34000.0
0.862	34200.0
0.8633	34200.0
0.8647	34200.0
0.8662	34200.0
0.8675	34200.0
0.8687	34200.0
0.8703	34200.0
0.8715	34200.0
0.8728	34200.0
0.8743	34200.0
0.8755	34300.0
0.8767	34300.0
0.8783	34300.0
0.8795	34300.0
0.8808	34300.0
0.8822	34300.0
0.8832	34300.0
0.8848	34400.0
0.886	34400.0
0.8873	34300.0
0.8885	34300.0
0.8898	34300.0
0.891	34300.0
0.8922	34300.0
0.8935	34300.0
0.8947	34300.0
0.896	34300.0
0.8972	34200.0
0.8985	34200.0
0.8997	34200.0
0.901	34200.0
0.9023	34200.0
0.9035	34200.0
0.905	34200.0
0.9063	34200.0
0.9073	34200.0
0.9085	34200.0
0.9097	34200.0
0.911	34200.0
0.9123	34200.0
0.9135	34200.0
0.9147	34200.0
0.916	34100.0
0.9172	34100.0
0.9185	34100.0
0.9198	34200.0
0.921	34200.0
0.9222	34200.0
0.9235	34200.0
0.9248	34200.0
0.926	34100.0
0.9272	34100.0
0.9285	34100.0
0.9297	34200.0
0.931	34200.0
0.9323	34200.0
0.9335	34200.0
0.9348	34100.0
0.936	34100.0
0.9373	34100.0
0.9385	34100.0
0.9397	34100.0
0.941	34100.0
0.9422	34100.0
0.9435	34100.0
0.9447	34100.0
0.946	34100.0
0.9473	34100.0
0.9485	34100.0
0.9498	34100.0
0.951	34100.0
0.9523	34100.0
0.9535	34100.0
0.9547	34100.0
0.956	34100.0
0.9572	34100.0
0.9585	34100.0
0.9597	34100.0
0.961	34100.0
0.9622	34100.0
0.9635	34100.0
0.9648	34100.0
0.966	34100.0
0.9672	34100.0
0.9685	34100.0
0.9698	34100.0
0.971	34000.0
0.9722	34000.0
0.9735	34000.0
0.9748	34100.0
0.976	34100.0
0.9772	34100.0
0.9785	34100.0
0.9797	34100.0
0.981	34100.0
0.9823	34200.0
0.9835	34100.0
0.9845	34100.0
0.986	34100.0
0.9873	34100.0
0.9883	34100.0
0.9895	34100.0
0.991	34100.0
0.9922	34100.0
0.9933	34100.0
0.9948	34100.0
0.996	34100.0
0.9973	34100.0
0.9985	34100.0
0.9995	34100.0
1.001	34100.0
1.0022	34100.0
1.0033	34100.0
1.0043	34100.0
1.0055	34100.0
1.0067	34100.0
1.008	34100.0
1.0093	34100.0
1.0108	34100.0
1.012	34100.0
1.0132	34100.0
1.0145	34100.0
1.0157	34100.0
1.017	34100.0
1.0182	34100.0
1.0195	34100.0
1.0205	34100.0
1.0218	34100.0
1.023	34100.0
1.0242	34100.0
1.0255	34100.0
1.0267	34100.0
1.028	34100.0
1.0293	34100.0
1.0302	34100.0
1.0315	34200.0
1.033	34200.0
1.034	34100.0
1.0352	34100.0
1.0365	34100.0
1.0378	34100.0
1.039	34100.0
1.0403	34100.0
1.0412	34100.0
1.0425	34200.0
1.044	34100.0
1.045	34100.0
1.0462	34100.0
1.0475	34100.0
1.0488	34100.0
1.05	34100.0
1.0513	34100.0
1.0525	34100.0
1.0535	34100.0
1.055	34100.0
1.056	34100.0
1.0573	34100.0
1.0585	34100.0
1.0598	34100.0
1.061	34100.0
1.0623	34100.0
1.0635	34100.0
1.0647	34100.0
1.066	34100.0
1.0672	34100.0
1.0683	34100.0
1.0697	34100.0
1.0707	34100.0
1.072	34100.0
1.0733	34100.0
1.0742	34100.0
1.0755	34100.0
1.0768	34100.0
1.078	34100.0
1.0793	34100.0
1.0805	34100.0
1.0817	34100.0
1.083	34100.0
1.0843	34100.0
1.0855	34100.0
1.0867	34100.0
1.088	34100.0
1.0892	34100.0
1.0903	34100.0
1.0915	34100.0
1.0927	34100.0
1.094	34100.0
1.0952	34100.0
1.0965	34100.0
1.0977	34100.0
